window,min_ev,filter,max_ratio,kill_switch,is_roi,is_bets,is_pos,is_seasons,is_bk
sliding_5,0.04,solo_X[3.50-4.50),none,si,-0.0258,137,3,8,964.7
sliding_6,0.07,base,1.25,no,-0.0259,277,3,8,928.2
sliding_4,0.06,base+X[3.50-4.50),1.25,no,-0.0259,399,3,8,896.5
sliding_4,0.07,solo_X[3.50-4.50),1.15,no,-0.0261,82,4,8,978.6
sliding_4,0.05,base+X[3.50-4.50),1.25,si,-0.0262,250,2,8,934.6
expanding,0.05,base+X[3.50-4.50),none,no,-0.0263,520,3,8,863.3
sliding_9,0.05,base+X[3.50-4.50),none,no,-0.0263,520,3,8,863.3
sliding_7,0.05,base+X[3.50-4.50),1.2,no,-0.0268,410,3,8,890.0
sliding_4,0.03,base,none,no,-0.0268,404,4,8,891.6
sliding_7,0.06,base+X[3.70-4.50),1.25,no,-0.0272,395,4,8,892.5
sliding_5,0.04,base+X[3.50-4.50),1.15,si,-0.0274,219,3,8,939.9
sliding_6,0.07,base,none,no,-0.0278,340,4,8,905.6
sliding_7,0.03,base,1.15,no,-0.0279,270,4,8,924.8
sliding_4,0.1,base,1.2,no,-0.0279,138,5,8,961.5
sliding_9,0.07,base+X[3.70-4.50),none,no,-0.0281,417,3,8,882.7
expanding,0.07,base+X[3.70-4.50),none,no,-0.0281,417,3,8,882.7
sliding_6,0.06,base+X[3.70-4.50),1.2,no,-0.0286,327,4,8,906.5
sliding_9,0.04,base+X[3.70-4.50),none,si,-0.0286,252,2,8,927.9
expanding,0.04,base+X[3.70-4.50),none,si,-0.0286,252,2,8,927.9
sliding_7,0.04,base+X[3.70-4.50),1.25,no,-0.0287,463,3,8,867.0
sliding_6,0.05,base+X[3.70-4.50),1.25,no,-0.0287,423,4,8,878.8
sliding_3,0.06,solo_X[3.50-4.50),none,si,-0.0287,130,4,8,962.7
sliding_6,0.07,base+X[3.70-4.50),none,no,-0.0287,420,3,8,879.3
sliding_3,0.06,solo_X[3.50-4.50),1.25,no,-0.0289,133,4,8,961.5
expanding,0.03,base,1.15,si,-0.0297,236,3,8,929.8
expanding,0.1,base+X[3.50-4.50),1.25,no,-0.0297,270,3,8,919.8
sliding_4,0.1,base+X[3.50-4.50),1.15,si,-0.0297,94,4,8,972.1
sliding_9,0.03,base,1.15,si,-0.0297,236,3,8,929.8
sliding_9,0.1,base+X[3.50-4.50),1.25,no,-0.0297,270,3,8,919.8
sliding_4,0.03,base+X[3.50-4.50),1.15,no,-0.0297,395,3,8,882.7
expanding,0.05,base+X[3.50-4.50),1.2,si,-0.03,278,3,8,916.5
sliding_9,0.05,base+X[3.50-4.50),1.2,si,-0.03,278,3,8,916.5
sliding_4,0.05,base,1.15,si,-0.0302,180,4,8,945.7
sliding_4,0.04,base+X[3.50-4.50),1.15,si,-0.0302,275,2,8,916.9
sliding_6,0.04,base+X[3.70-4.50),none,no,-0.0302,525,3,8,841.2
expanding,0.06,base+X[3.50-4.50),1.2,no,-0.0306,353,3,8,891.9
sliding_9,0.06,base+X[3.50-4.50),1.2,no,-0.0306,353,3,8,891.9
sliding_6,0.04,base+X[3.50-4.50),1.25,si,-0.031,259,2,8,919.8
sliding_4,0.05,base+X[3.70-4.50),1.15,no,-0.0312,265,3,8,917.3
sliding_5,0.04,solo_X[3.50-4.50),1.15,no,-0.0312,129,3,8,959.7
sliding_6,0.03,base,none,si,-0.0315,268,3,8,915.7
sliding_6,0.04,base+X[3.70-4.50),1.25,si,-0.0317,242,2,8,923.3
sliding_3,0.03,solo_X[3.50-4.50),1.2,si,-0.0317,141,4,8,955.3
expanding,0.04,base+X[3.70-4.50),1.25,no,-0.0319,453,3,8,855.6
sliding_9,0.04,base+X[3.70-4.50),1.25,no,-0.0319,453,3,8,855.6
sliding_6,0.06,base,1.15,si,-0.0321,159,5,8,949.0
sliding_4,0.07,base+X[3.50-4.50),1.25,no,-0.0322,367,3,8,881.8
expanding,0.03,base,1.25,si,-0.0324,254,3,8,917.8
sliding_9,0.03,base,1.25,si,-0.0324,254,3,8,917.8
sliding_7,0.04,base+X[3.70-4.50),1.2,si,-0.0325,276,2,8,910.4
sliding_6,0.1,base,none,si,-0.0328,179,4,8,941.3
sliding_7,0.05,base+X[3.50-4.50),none,no,-0.0329,542,3,8,821.6
sliding_6,0.1,base+X[3.70-4.50),1.25,no,-0.0329,245,3,8,919.4
sliding_4,0.04,base+X[3.70-4.50),1.25,si,-0.0329,209,2,8,931.2
sliding_7,0.1,base+X[3.50-4.50),1.25,no,-0.033,278,3,8,908.2
sliding_3,0.03,solo_X[3.50-4.50),1.25,no,-0.0333,184,3,8,938.8
sliding_6,0.07,base+X[3.70-4.50),1.2,no,-0.0336,291,4,8,902.3
sliding_4,0.1,base+X[3.50-4.50),1.25,si,-0.0336,162,3,8,945.5
expanding,0.05,base+X[3.50-4.50),1.25,no,-0.0342,444,3,8,848.2
sliding_9,0.05,base+X[3.50-4.50),1.25,no,-0.0342,444,3,8,848.2
sliding_6,0.04,base+X[3.70-4.50),1.2,no,-0.0343,396,3,8,864.2
sliding_7,0.05,base+X[3.50-4.50),1.15,no,-0.0345,305,3,8,894.7
sliding_7,0.07,base+X[3.70-4.50),1.2,no,-0.0345,306,4,8,894.4
sliding_6,0.06,base+X[3.70-4.50),1.25,si,-0.0345,221,3,8,923.8
sliding_4,0.07,base+X[3.50-4.50),1.15,si,-0.0352,190,2,8,933.2
sliding_6,0.06,base,1.15,no,-0.0352,183,5,8,935.5
sliding_6,0.06,base+X[3.70-4.50),1.25,no,-0.0353,389,4,8,862.8
sliding_6,0.1,base,1.25,no,-0.0357,204,4,8,927.1
sliding_7,0.06,base+X[3.70-4.50),1.2,si,-0.0357,236,3,8,915.7
sliding_7,0.06,base+X[3.70-4.50),1.15,no,-0.0358,243,4,8,913.0
sliding_6,0.1,base,none,no,-0.0358,267,4,8,904.5
expanding,0.06,base,1.15,si,-0.0359,162,5,8,941.9
sliding_9,0.06,base,1.15,si,-0.0359,162,5,8,941.9
sliding_9,0.07,base,1.15,no,-0.036,173,4,8,937.8
expanding,0.07,base,1.15,no,-0.036,173,4,8,937.8
sliding_7,0.04,base+X[3.70-4.50),1.15,no,-0.0362,311,4,8,887.5
sliding_4,0.1,base+X[3.70-4.50),1.15,no,-0.0362,91,3,8,967.1
sliding_9,0.07,base+X[3.70-4.50),1.25,no,-0.0367,344,3,8,873.6
expanding,0.07,base+X[3.70-4.50),1.25,no,-0.0367,344,3,8,873.6
sliding_3,0.06,solo_X[3.50-4.50),1.2,no,-0.0369,126,4,8,953.5
sliding_6,0.03,base,none,no,-0.0372,456,3,8,830.2
sliding_6,0.03,base,1.25,no,-0.0375,393,4,8,852.8
sliding_4,0.07,base+X[3.70-4.50),1.2,si,-0.0375,204,2,8,923.4
sliding_6,0.05,base+X[3.70-4.50),1.25,si,-0.0377,258,2,8,902.8
sliding_3,0.03,solo_X[3.50-4.50),1.25,si,-0.0378,150,3,8,943.3
sliding_6,0.1,base+X[3.70-4.50),none,si,-0.038,181,4,8,931.2
sliding_6,0.03,base+X[3.70-4.50),none,no,-0.0382,578,3,8,779.1
sliding_4,0.04,base+X[3.50-4.50),none,si,-0.0383,191,2,8,926.8
expanding,0.06,base+X[3.70-4.50),none,si,-0.0388,225,2,8,912.8
sliding_9,0.06,base+X[3.70-4.50),none,si,-0.0388,225,2,8,912.8
sliding_4,0.03,base,1.15,no,-0.039,245,4,8,904.5
sliding_3,0.03,solo_X[3.50-4.50),1.2,no,-0.0391,177,4,8,930.8
sliding_7,0.1,base+X[3.50-4.50),none,si,-0.0391,201,3,8,921.4
sliding_4,0.1,base,none,no,-0.0392,230,3,8,909.9
sliding_6,0.04,base+X[3.70-4.50),1.25,no,-0.0392,458,3,8,820.5
sliding_4,0.1,base,1.25,no,-0.0393,178,4,8,930.1
sliding_4,0.05,base+X[3.70-4.50),1.25,si,-0.0399,233,2,8,907.1
sliding_6,0.07,base+X[3.70-4.50),1.25,no,-0.0401,353,2,8,858.6
sliding_4,0.05,base,1.15,no,-0.0402,197,4,8,920.9
sliding_9,0.04,base+X[3.50-4.50),1.2,no,-0.0406,433,3,8,824.2
expanding,0.04,base+X[3.50-4.50),1.2,no,-0.0406,433,3,8,824.2
sliding_7,0.1,base+X[3.50-4.50),1.25,si,-0.0407,184,2,8,925.2
expanding,0.06,base+X[3.50-4.50),none,no,-0.0408,484,3,8,802.4
sliding_9,0.06,base+X[3.50-4.50),none,no,-0.0408,484,3,8,802.4
sliding_4,0.07,base,1.2,no,-0.0408,210,4,8,914.3
sliding_7,0.05,base+X[3.50-4.50),none,si,-0.0412,290,2,8,880.4
sliding_4,0.04,base+X[3.70-4.50),1.15,si,-0.0412,257,2,8,894.0
sliding_4,0.03,base,1.15,si,-0.0413,205,3,8,915.4
sliding_6,0.05,base+X[3.50-4.50),none,no,-0.0413,534,3,8,779.5
expanding,0.04,base+X[3.50-4.50),none,si,-0.0414,260,2,8,892.4
sliding_9,0.04,base+X[3.50-4.50),none,si,-0.0414,260,2,8,892.4
sliding_4,0.04,base,1.15,si,-0.0417,187,4,8,922.1
sliding_6,0.06,base+X[3.50-4.50),1.25,si,-0.0418,228,3,8,904.6
sliding_4,0.1,base+X[3.50-4.50),1.15,no,-0.0423,99,4,8,958.1
sliding_4,0.04,base+X[3.70-4.50),none,si,-0.0428,179,2,8,923.4
sliding_4,0.07,solo_X[3.50-4.50),1.25,si,-0.0432,102,4,8,955.9
sliding_7,0.04,base+X[3.50-4.50),1.2,no,-0.0434,445,3,8,806.8
sliding_7,0.07,base+X[3.70-4.50),none,no,-0.0436,436,3,8,810.0
expanding,0.1,base+X[3.50-4.50),none,si,-0.0436,201,3,8,912.3
sliding_9,0.1,base+X[3.50-4.50),none,si,-0.0436,201,3,8,912.3
sliding_7,0.06,base+X[3.50-4.50),1.15,si,-0.0439,204,3,8,910.4
sliding_7,0.06,base+X[3.50-4.50),1.2,no,-0.0439,373,3,8,836.3
sliding_4,0.06,base+X[3.70-4.50),1.15,si,-0.044,186,2,8,918.2
sliding_6,0.03,base+X[3.70-4.50),1.2,no,-0.0441,449,4,8,802.1
sliding_7,0.06,base+X[3.50-4.50),1.2,si,-0.0442,255,2,8,887.3
sliding_7,0.05,base+X[3.50-4.50),1.25,no,-0.0443,465,3,8,794.2
sliding_7,0.05,base+X[3.70-4.50),1.15,si,-0.0444,223,2,8,901.0
sliding_9,0.05,base+X[3.70-4.50),1.15,no,-0.0444,275,2,8,877.9
expanding,0.05,base+X[3.70-4.50),1.15,no,-0.0444,275,2,8,877.9
expanding,0.03,base,1.15,no,-0.045,292,4,8,868.6
sliding_9,0.03,base,1.15,no,-0.045,292,4,8,868.6
sliding_7,0.04,base+X[3.50-4.50),none,no,-0.0453,577,2,8,738.4
sliding_4,0.06,base,1.2,no,-0.0454,230,4,8,895.5
sliding_4,0.07,base,none,no,-0.0455,302,3,8,862.7
sliding_7,0.07,base+X[3.70-4.50),1.2,si,-0.0456,203,3,8,907.5
sliding_6,0.1,base+X[3.50-4.50),none,no,-0.0458,332,3,8,848.1
sliding_6,0.05,base+X[3.50-4.50),1.2,no,-0.0459,400,3,8,816.5
sliding_7,0.06,base+X[3.50-4.50),none,no,-0.046,505,2,8,767.9
sliding_9,0.07,base,1.15,si,-0.0462,148,4,8,931.6
expanding,0.07,base,1.15,si,-0.0462,148,4,8,931.6
sliding_6,0.06,base+X[3.50-4.50),none,no,-0.0467,496,4,8,768.5
sliding_4,0.07,base,1.25,no,-0.0468,250,4,8,882.9
sliding_9,0.04,base+X[3.50-4.50),none,no,-0.047,564,2,8,734.7
expanding,0.04,base+X[3.50-4.50),none,no,-0.047,564,2,8,734.7
sliding_6,0.03,base+X[3.70-4.50),1.25,no,-0.0473,511,2,8,758.4
sliding_7,0.04,base+X[3.70-4.50),1.25,si,-0.0474,237,2,8,887.6
expanding,0.07,base+X[3.50-4.50),1.2,no,-0.0474,316,3,8,850.2
sliding_9,0.07,base+X[3.50-4.50),1.2,no,-0.0474,316,3,8,850.2
sliding_6,0.03,base,1.25,si,-0.0475,251,3,8,880.9
sliding_7,0.06,base+X[3.50-4.50),none,si,-0.0477,235,1,8,888.0
sliding_6,0.06,base+X[3.50-4.50),1.2,si,-0.0479,258,2,8,876.3
sliding_6,0.05,base,1.15,no,-0.048,210,5,8,899.2
sliding_6,0.07,base+X[3.50-4.50),none,si,-0.0485,264,3,8,871.9
sliding_4,0.06,base,none,no,-0.0485,322,3,8,843.9
sliding_4,0.07,solo_X[3.50-4.50),1.15,si,-0.0486,80,4,8,961.1
sliding_3,0.07,solo_X[3.50-4.50),1.25,no,-0.0487,116,4,8,943.5
sliding_5,0.1,solo_X[3.50-4.50),1.25,no,-0.049,59,4,8,971.1
sliding_5,0.1,solo_X[3.50-4.50),1.25,si,-0.049,59,4,8,971.1
sliding_4,0.06,base,1.15,si,-0.0491,147,4,8,927.8
sliding_6,0.04,base+X[3.50-4.50),none,no,-0.0497,577,3,8,713.2
sliding_4,0.03,base+X[3.70-4.50),1.15,no,-0.0501,340,2,8,829.7
sliding_5,0.03,solo_X[3.50-4.50),1.2,no,-0.0502,168,3,8,915.7
sliding_5,0.07,solo_X[3.50-4.50),none,no,-0.0503,109,4,8,945.2
sliding_4,0.06,base,1.25,no,-0.0503,270,4,8,864.1
expanding,0.05,base+X[3.50-4.50),none,si,-0.0506,290,2,8,853.3
sliding_9,0.05,base+X[3.50-4.50),none,si,-0.0506,290,2,8,853.3
sliding_4,0.06,base+X[3.50-4.50),1.15,no,-0.051,257,4,8,868.9
sliding_6,0.05,base+X[3.50-4.50),1.25,no,-0.0512,463,4,8,762.8
expanding,0.06,base+X[3.70-4.50),1.2,si,-0.0514,236,3,8,878.8
sliding_3,0.05,solo_X[3.50-4.50),1.2,si,-0.0514,121,3,8,937.8
sliding_9,0.06,base+X[3.70-4.50),1.2,si,-0.0514,236,3,8,878.8
sliding_4,0.07,base+X[3.50-4.50),1.25,si,-0.0518,266,2,8,862.2
sliding_9,0.04,base+X[3.70-4.50),1.2,si,-0.0519,276,2,8,856.7
expanding,0.04,base+X[3.70-4.50),1.2,si,-0.0519,276,2,8,856.7
sliding_9,0.06,base+X[3.50-4.50),1.25,no,-0.0521,408,3,8,787.3
expanding,0.06,base+X[3.50-4.50),1.25,no,-0.0521,408,3,8,787.3
sliding_7,0.05,base+X[3.70-4.50),1.25,si,-0.0523,257,2,8,865.5
sliding_7,0.03,base+X[3.70-4.50),none,si,-0.0525,303,2,8,841.0
sliding_6,0.06,base+X[3.70-4.50),1.2,si,-0.0527,233,3,8,877.3
sliding_7,0.07,base+X[3.70-4.50),none,si,-0.0527,240,2,8,873.6
sliding_9,0.03,base+X[3.70-4.50),1.2,no,-0.0529,443,3,8,765.6
expanding,0.06,base+X[3.50-4.50),none,si,-0.0529,235,1,8,875.8
sliding_9,0.06,base+X[3.50-4.50),none,si,-0.0529,235,1,8,875.8
expanding,0.03,base+X[3.70-4.50),1.2,no,-0.0529,443,3,8,765.6
sliding_6,0.05,base+X[3.50-4.50),1.25,si,-0.0529,280,2,8,851.8
sliding_6,0.07,base+X[3.50-4.50),none,no,-0.0529,457,3,8,758.3
sliding_7,0.06,base+X[3.70-4.50),1.15,si,-0.053,204,3,8,891.9
sliding_9,0.07,base+X[3.50-4.50),none,no,-0.0535,447,2,8,760.7
expanding,0.07,base+X[3.50-4.50),none,no,-0.0535,447,2,8,760.7
sliding_6,0.04,base+X[3.70-4.50),1.2,si,-0.0535,276,2,8,852.3
sliding_6,0.06,base+X[3.50-4.50),1.2,no,-0.0537,362,3,8,805.5
sliding_3,0.03,base+X[3.50-4.50),1.2,si,-0.0539,305,2,8,835.5
sliding_4,0.03,base+X[3.50-4.50),none,si,-0.055,251,2,8,862.0
sliding_4,0.03,base+X[3.70-4.50),1.15,si,-0.0552,280,2,8,845.5
sliding_7,0.04,base+X[3.50-4.50),1.15,no,-0.0554,340,1,8,811.5
sliding_7,0.07,base+X[3.70-4.50),1.25,no,-0.0558,361,2,8,798.6
sliding_7,0.04,base+X[3.50-4.50),1.25,si,-0.0559,244,2,8,863.7
sliding_6,0.04,base+X[3.50-4.50),1.2,no,-0.0564,443,4,8,750.2
sliding_6,0.07,base,1.15,si,-0.0572,142,3,8,918.8
sliding_6,0.07,base+X[3.50-4.50),1.25,si,-0.0572,253,3,8,855.3
expanding,0.04,base+X[3.50-4.50),1.25,no,-0.0575,488,3,8,719.6
sliding_9,0.04,base+X[3.50-4.50),1.25,no,-0.0575,488,3,8,719.6
sliding_4,0.03,base+X[3.70-4.50),none,si,-0.0576,236,3,8,864.1
expanding,0.03,base+X[3.70-4.50),none,no,-0.0578,571,2,8,670.1
sliding_7,0.04,base+X[3.50-4.50),1.25,no,-0.0578,500,3,8,711.0
sliding_9,0.03,base+X[3.70-4.50),none,no,-0.0578,571,2,8,670.1
sliding_6,0.1,base+X[3.50-4.50),none,si,-0.058,191,3,8,889.2
sliding_6,0.1,base+X[3.50-4.50),1.2,no,-0.058,198,3,8,885.1
expanding,0.04,base+X[3.70-4.50),1.25,si,-0.0583,237,2,8,861.9
sliding_9,0.04,base+X[3.70-4.50),1.25,si,-0.0583,237,2,8,861.9
sliding_6,0.06,base+X[3.50-4.50),1.25,no,-0.0584,425,4,8,751.8
sliding_3,0.07,solo_X[3.50-4.50),1.2,no,-0.0592,109,4,8,935.5
sliding_7,0.06,base+X[3.50-4.50),1.15,no,-0.0593,268,4,8,841.0
sliding_6,0.1,base,1.25,si,-0.0593,160,3,8,905.1
sliding_6,0.05,base+X[3.70-4.50),1.15,no,-0.0597,277,3,8,834.6
sliding_5,0.05,solo_X[3.50-4.50),none,no,-0.06,135,3,8,919.0
sliding_6,0.04,base+X[3.50-4.50),1.25,no,-0.06,506,4,8,696.5
expanding,0.07,base+X[3.70-4.50),none,si,-0.0604,240,2,8,855.0
sliding_9,0.07,base+X[3.70-4.50),none,si,-0.0604,240,2,8,855.0
sliding_6,0.03,base+X[3.50-4.50),none,no,-0.0605,641,2,8,612.1
sliding_7,0.06,base+X[3.50-4.50),1.25,no,-0.0606,428,3,8,740.5
sliding_7,0.03,base+X[3.70-4.50),1.2,no,-0.0609,456,3,8,722.2
sliding_9,0.07,base+X[3.50-4.50),1.2,si,-0.0609,235,2,8,856.9
expanding,0.07,base+X[3.50-4.50),1.2,si,-0.0609,235,2,8,856.9
sliding_6,0.07,base+X[3.70-4.50),1.25,si,-0.0611,233,2,8,857.6
sliding_9,0.05,base+X[3.70-4.50),1.25,si,-0.0614,257,2,8,842.2
sliding_7,0.07,base+X[3.50-4.50),1.2,si,-0.0614,235,2,8,855.8
expanding,0.05,base+X[3.70-4.50),1.25,si,-0.0614,257,2,8,842.2
expanding,0.06,base+X[3.50-4.50),1.2,si,-0.0616,255,2,8,842.8
sliding_9,0.06,base+X[3.50-4.50),1.2,si,-0.0616,255,2,8,842.8
sliding_7,0.03,base+X[3.70-4.50),none,no,-0.0618,586,2,8,637.8
sliding_4,0.06,base+X[3.70-4.50),1.15,no,-0.062,226,3,8,859.9
sliding_3,0.1,solo_X[3.50-4.50),none,no,-0.0632,87,4,8,945.0
sliding_6,0.07,base+X[3.50-4.50),1.2,no,-0.0634,323,3,8,795.3
sliding_7,0.06,base+X[3.70-4.50),1.25,si,-0.0637,210,2,8,866.2
sliding_6,0.07,base,1.15,no,-0.0641,154,3,8,901.3
sliding_6,0.03,base,1.15,no,-0.0645,270,4,8,825.9
sliding_6,0.1,base+X[3.50-4.50),1.25,no,-0.0646,261,2,8,831.4
expanding,0.05,base+X[3.50-4.50),1.15,no,-0.0647,300,2,8,805.9
sliding_9,0.05,base+X[3.50-4.50),1.15,no,-0.0647,300,2,8,805.9
sliding_4,0.07,base+X[3.50-4.50),1.15,no,-0.0648,225,2,8,854.2
sliding_4,0.07,base+X[3.70-4.50),1.25,si,-0.0649,249,1,8,838.4
sliding_7,0.04,base+X[3.70-4.50),1.15,si,-0.0652,230,2,8,850.1
sliding_7,0.03,base+X[3.50-4.50),none,si,-0.066,326,1,8,784.8
sliding_6,0.07,base+X[3.50-4.50),1.25,no,-0.0669,386,4,8,741.6
expanding,0.1,base+X[3.70-4.50),1.15,si,-0.0678,115,2,8,922.0
sliding_9,0.1,base+X[3.70-4.50),1.15,si,-0.0678,115,2,8,922.0
sliding_3,0.04,solo_X[3.50-4.50),1.2,si,-0.0679,135,3,8,908.3
expanding,0.03,base+X[3.70-4.50),1.25,no,-0.0681,498,1,8,661.0
sliding_9,0.03,base+X[3.70-4.50),1.25,no,-0.0681,498,1,8,661.0
sliding_5,0.04,solo_X[3.50-4.50),1.2,no,-0.0682,147,2,8,899.7
sliding_7,0.1,solo_X[3.50-4.50),1.15,si,-0.0683,30,2,8,979.5
sliding_7,0.1,solo_X[3.50-4.50),1.15,no,-0.0683,30,2,8,979.5
expanding,0.07,base+X[3.50-4.50),1.25,no,-0.0686,371,3,8,745.6
sliding_9,0.07,base+X[3.50-4.50),1.25,no,-0.0686,371,3,8,745.6
sliding_4,0.07,base,1.15,si,-0.0687,133,3,8,908.6
sliding_7,0.07,base+X[3.50-4.50),none,no,-0.069,467,2,8,678.0
sliding_6,0.03,base+X[3.50-4.50),1.2,no,-0.0692,507,3,8,649.1
expanding,0.04,base+X[3.50-4.50),1.25,si,-0.0695,244,2,8,830.4
sliding_9,0.04,base+X[3.50-4.50),1.25,si,-0.0695,244,2,8,830.4
sliding_9,0.07,base+X[3.70-4.50),1.2,si,-0.0709,203,2,8,856.1
expanding,0.07,base+X[3.70-4.50),1.2,si,-0.0709,203,2,8,856.1
sliding_6,0.03,base+X[3.50-4.50),1.25,no,-0.071,570,3,8,595.4
sliding_3,0.04,solo_X[3.50-4.50),1.15,si,-0.0713,105,3,8,925.1
sliding_6,0.04,base+X[3.70-4.50),1.15,no,-0.0717,312,3,8,776.3
sliding_7,0.04,base+X[3.50-4.50),1.2,si,-0.072,280,2,8,798.4
sliding_5,0.03,solo_X[3.50-4.50),1.25,no,-0.0723,172,2,8,875.7
sliding_5,0.06,solo_X[3.50-4.50),none,no,-0.0723,120,4,8,913.2
sliding_6,0.03,base+X[3.50-4.50),none,si,-0.0725,254,2,8,815.8
sliding_7,0.03,base+X[3.70-4.50),1.25,no,-0.0731,511,1,8,626.4
sliding_9,0.07,base+X[3.50-4.50),none,si,-0.0741,255,1,8,811.0
expanding,0.07,base+X[3.50-4.50),none,si,-0.0741,255,1,8,811.0
sliding_6,0.04,base+X[3.50-4.50),1.2,si,-0.0745,289,2,8,784.7
sliding_6,0.03,base,1.15,si,-0.0746,216,2,8,838.8
sliding_6,0.06,base+X[3.70-4.50),1.15,no,-0.0747,243,3,8,818.6
sliding_7,0.07,base+X[3.50-4.50),none,si,-0.0752,255,1,8,808.2
expanding,0.03,base+X[3.70-4.50),none,si,-0.0754,303,2,8,771.4
sliding_9,0.03,base+X[3.70-4.50),none,si,-0.0754,303,2,8,771.4
sliding_5,0.03,solo_X[3.50-4.50),1.15,si,-0.0755,118,3,8,910.9
sliding_3,0.03,solo_X[3.50-4.50),1.15,si,-0.0756,113,3,8,914.6
sliding_7,0.07,base+X[3.50-4.50),1.2,no,-0.0757,335,3,8,746.4
sliding_7,0.03,base+X[3.70-4.50),1.2,si,-0.0763,263,2,8,799.2
expanding,0.06,base+X[3.70-4.50),1.15,no,-0.0766,239,3,8,817.0
sliding_9,0.06,base+X[3.70-4.50),1.15,no,-0.0766,239,3,8,817.0
sliding_4,0.03,base+X[3.50-4.50),1.2,si,-0.0781,235,3,8,816.5
sliding_6,0.03,base+X[3.70-4.50),1.15,no,-0.0783,365,1,8,714.2
sliding_9,0.04,base+X[3.70-4.50),1.15,no,-0.0783,315,2,8,753.3
expanding,0.04,base+X[3.70-4.50),1.15,no,-0.0783,315,2,8,753.3
expanding,0.03,base+X[3.50-4.50),none,no,-0.079,619,1,8,511.1
sliding_9,0.03,base+X[3.50-4.50),none,no,-0.079,619,1,8,511.1
sliding_6,0.05,base+X[3.50-4.50),1.15,no,-0.0798,310,3,8,752.6
sliding_7,0.06,base+X[3.50-4.50),1.25,si,-0.08,219,1,8,824.8
sliding_7,0.05,base+X[3.50-4.50),1.25,si,-0.08,270,2,8,784.1
sliding_4,0.07,base+X[3.70-4.50),1.15,no,-0.0802,198,2,8,841.2
sliding_7,0.03,base+X[3.50-4.50),none,no,-0.081,637,1,8,483.8
sliding_9,0.04,base+X[3.50-4.50),1.2,si,-0.081,280,2,8,773.1
expanding,0.04,base+X[3.50-4.50),1.2,si,-0.081,280,2,8,773.1
sliding_5,0.07,solo_X[3.50-4.50),1.15,si,-0.0815,78,5,8,936.4
sliding_5,0.07,solo_X[3.50-4.50),1.15,no,-0.0815,78,5,8,936.4
expanding,0.03,base+X[3.50-4.50),1.2,no,-0.0818,488,1,8,600.6
sliding_9,0.03,base+X[3.50-4.50),1.2,no,-0.0818,488,1,8,600.6
expanding,0.1,base+X[3.70-4.50),1.15,no,-0.0821,120,2,8,901.5
sliding_9,0.1,base+X[3.70-4.50),1.15,no,-0.0821,120,2,8,901.5
sliding_7,0.04,base+X[3.50-4.50),1.15,si,-0.0825,246,1,8,797.1
sliding_6,0.07,base+X[3.50-4.50),1.2,si,-0.0826,194,2,8,839.7
sliding_6,0.03,base+X[3.70-4.50),none,si,-0.0832,238,2,8,802.0
sliding_3,0.07,solo_X[3.50-4.50),1.2,si,-0.0832,104,4,8,913.5
expanding,0.05,base+X[3.50-4.50),1.25,si,-0.0833,270,2,8,775.2
sliding_9,0.05,base+X[3.50-4.50),1.25,si,-0.0833,270,2,8,775.2
sliding_7,0.03,base+X[3.50-4.50),1.2,si,-0.0844,287,1,8,757.8
sliding_7,0.07,base+X[3.70-4.50),1.25,si,-0.0853,221,1,8,811.4
expanding,0.03,base+X[3.50-4.50),none,si,-0.0854,326,1,8,721.7
sliding_9,0.03,base+X[3.50-4.50),none,si,-0.0854,326,1,8,721.7
sliding_3,0.06,solo_X[3.50-4.50),1.2,si,-0.0859,117,3,8,899.5
sliding_5,0.05,solo_X[3.50-4.50),1.15,no,-0.0863,104,3,8,910.2
sliding_7,0.07,base+X[3.70-4.50),1.15,no,-0.0866,209,2,8,819.1
sliding_6,0.1,solo_X[3.50-4.50),none,no,-0.0868,65,4,8,943.6
sliding_4,0.07,base,1.15,no,-0.087,143,3,8,875.6
sliding_4,0.06,base,1.15,no,-0.0879,163,4,8,856.8
sliding_7,0.1,solo_X[3.50-4.50),none,si,-0.088,61,4,8,946.3
sliding_7,0.1,solo_X[3.50-4.50),none,no,-0.088,61,4,8,946.3
sliding_7,0.03,base+X[3.50-4.50),1.2,no,-0.0887,505,1,8,552.2
sliding_6,0.04,base+X[3.50-4.50),1.15,no,-0.0889,353,2,8,686.3
sliding_7,0.07,base+X[3.50-4.50),1.25,si,-0.0894,236,1,8,789.0
sliding_9,0.05,base+X[3.50-4.50),1.15,si,-0.0896,217,2,8,805.6
sliding_7,0.07,base+X[3.50-4.50),1.25,no,-0.0896,390,3,8,650.6
expanding,0.05,base+X[3.50-4.50),1.15,si,-0.0896,217,2,8,805.6
sliding_6,0.07,base+X[3.70-4.50),1.15,no,-0.0897,207,2,8,814.4
sliding_6,0.05,solo_X[3.50-4.50),none,no,-0.0899,138,3,8,876.0
expanding,0.07,base+X[3.50-4.50),1.25,si,-0.0902,236,1,8,787.2
sliding_9,0.07,base+X[3.50-4.50),1.25,si,-0.0902,236,1,8,787.2
sliding_6,0.06,base+X[3.50-4.50),1.15,si,-0.0905,169,2,8,847.1
sliding_7,0.03,base+X[3.70-4.50),1.25,si,-0.0907,283,1,8,743.2
sliding_4,0.07,base+X[3.70-4.50),1.15,si,-0.0908,176,2,8,840.2
