window,min_ev,filter,max_ratio,kill_switch,is_roi,is_bets,is_pos,is_seasons,is_bk
sliding_4,0.06,base+X[3.50-4.50),none,si,0.0183,213,2,8,1038.9
sliding_3,0.03,base+X[3.70-4.50),none,no,0.0182,533,4,8,1097.2
sliding_7,0.04,base,1.15,no,0.0182,238,5,8,1043.4
sliding_5,0.06,base+X[3.70-4.50),1.25,no,0.0182,386,5,8,1070.4
sliding_5,0.1,base,1.25,no,0.0181,212,4,8,1038.3
sliding_5,0.03,base,1.25,si,0.0181,270,4,8,1048.9
sliding_7,0.06,base,1.15,no,0.018,186,5,8,1033.5
sliding_4,0.04,solo_X[3.50-4.50),none,si,0.0178,149,4,8,1026.5
sliding_4,0.05,base+X[3.70-4.50),1.2,no,0.0178,350,4,8,1062.3
sliding_9,0.05,base,1.25,si,0.0175,242,4,8,1042.3
expanding,0.05,base,1.25,si,0.0175,242,4,8,1042.3
sliding_5,0.06,base+X[3.70-4.50),none,no,0.0172,460,4,8,1079.0
sliding_4,0.07,solo_X[3.50-4.50),1.2,si,0.0169,103,5,8,1017.4
sliding_5,0.04,base,none,si,0.0167,259,3,8,1043.3
expanding,0.05,base,none,no,0.0167,421,5,8,1070.4
sliding_9,0.05,base,none,no,0.0167,421,5,8,1070.4
sliding_6,0.06,base,1.2,no,0.0166,249,5,8,1041.4
sliding_5,0.03,base,1.15,si,0.0165,254,4,8,1041.9
sliding_3,0.03,base+X[3.70-4.50),1.25,no,0.0162,458,4,8,1074.3
sliding_7,0.07,base,1.2,no,0.0162,243,5,8,1039.4
sliding_5,0.05,base+X[3.70-4.50),1.25,no,0.016,416,5,8,1066.4
sliding_4,0.05,base+X[3.50-4.50),1.15,si,0.0158,253,3,8,1040.1
sliding_7,0.05,base,1.25,no,0.0157,348,5,8,1054.6
sliding_3,0.03,base,1.15,si,0.0157,207,4,8,1032.4
sliding_3,0.03,base+X[3.70-4.50),1.15,no,0.0155,342,3,8,1053.0
sliding_6,0.04,base,1.2,no,0.0155,301,5,8,1046.8
sliding_3,0.03,base+X[3.50-4.50),none,no,0.0155,622,4,8,1096.2
sliding_5,0.06,base+X[3.50-4.50),1.2,no,0.0154,365,5,8,1056.3
sliding_5,0.05,base+X[3.70-4.50),none,no,0.0153,490,4,8,1075.0
sliding_5,0.03,base+X[3.50-4.50),1.15,no,0.0152,427,5,8,1064.9
sliding_5,0.1,base,none,si,0.0151,194,4,8,1029.2
sliding_5,0.06,base,none,no,0.0148,376,4,8,1055.8
expanding,0.04,base,1.15,si,0.0148,215,5,8,1031.8
sliding_9,0.04,base,1.15,si,0.0148,215,5,8,1031.8
sliding_5,0.04,base+X[3.50-4.50),1.2,si,0.0143,312,4,8,1044.6
sliding_7,0.1,base,1.25,no,0.0141,222,3,8,1031.2
sliding_5,0.03,base,1.25,no,0.0139,400,5,8,1055.5
sliding_4,0.06,base+X[3.70-4.50),1.2,si,0.0133,234,3,8,1031.2
sliding_4,0.06,solo_X[3.50-4.50),1.15,no,0.0129,94,4,8,1012.1
sliding_6,0.05,base,1.2,si,0.0128,222,4,8,1028.4
sliding_9,0.07,base,1.25,no,0.0124,296,3,8,1036.6
expanding,0.07,base,1.25,no,0.0124,296,3,8,1036.6
sliding_7,0.04,base,1.25,no,0.0122,372,5,8,1045.4
sliding_4,0.06,base+X[3.50-4.50),1.15,si,0.0122,206,3,8,1025.2
sliding_4,0.04,base+X[3.50-4.50),1.2,no,0.0118,434,3,8,1051.4
sliding_7,0.06,base,1.25,si,0.0118,217,3,8,1025.5
sliding_9,0.03,base,1.2,no,0.0116,363,4,8,1042.0
expanding,0.03,base,1.2,no,0.0116,363,4,8,1042.0
sliding_3,0.05,solo_X[3.50-4.50),1.25,si,0.0116,132,4,8,1015.3
sliding_4,0.06,solo_X[3.50-4.50),1.25,si,0.0113,123,4,8,1013.9
expanding,0.1,base+X[3.50-4.50),1.2,no,0.0113,215,4,8,1024.4
sliding_9,0.1,base+X[3.50-4.50),1.2,no,0.0113,215,4,8,1024.4
sliding_4,0.05,solo_X[3.50-4.50),1.15,no,0.0112,102,4,8,1011.4
sliding_7,0.05,base+X[3.70-4.50),1.2,no,0.0111,377,4,8,1042.0
sliding_7,0.06,base,none,si,0.0111,235,4,8,1026.2
sliding_7,0.06,base,1.25,no,0.0111,320,4,8,1035.5
sliding_6,0.04,base+X[3.70-4.50),none,si,0.011,257,2,8,1028.2
expanding,0.1,base+X[3.70-4.50),1.25,si,0.011,198,3,8,1021.7
sliding_9,0.1,base+X[3.70-4.50),1.25,si,0.011,198,3,8,1021.7
sliding_5,0.06,base+X[3.50-4.50),1.25,si,0.0105,258,4,8,1027.1
sliding_6,0.04,base,1.15,si,0.0104,212,5,8,1022.0
sliding_9,0.04,base,none,no,0.0102,451,5,8,1045.8
expanding,0.04,base,none,no,0.0102,451,5,8,1045.8
sliding_4,0.06,base+X[3.50-4.50),1.25,si,0.0098,195,2,8,1019.1
sliding_3,0.06,base+X[3.50-4.50),none,si,0.0097,235,4,8,1022.8
sliding_5,0.03,base+X[3.70-4.50),none,no,0.0097,588,4,8,1056.8
sliding_7,0.05,base,none,si,0.0096,250,3,8,1024.1
sliding_5,0.03,base+X[3.70-4.50),1.25,no,0.0094,514,3,8,1048.2
sliding_3,0.06,solo_X[3.50-4.50),none,no,0.0093,148,5,8,1013.8
expanding,0.06,base,none,no,0.0092,391,5,8,1036.1
sliding_9,0.06,base,none,no,0.0092,391,5,8,1036.1
sliding_4,0.1,base+X[3.70-4.50),none,si,0.0091,187,4,8,1017.0
sliding_5,0.04,base,none,no,0.0091,433,5,8,1039.2
expanding,0.1,base,1.15,no,0.009,105,4,8,1009.5
sliding_9,0.1,base,1.15,no,0.009,105,4,8,1009.5
sliding_6,0.06,base+X[3.70-4.50),none,si,0.0088,227,2,8,1019.9
sliding_7,0.1,base+X[3.50-4.50),1.2,si,0.0088,186,4,8,1016.3
sliding_4,0.04,solo_X[3.50-4.50),1.15,no,0.0082,125,4,8,1010.2
sliding_3,0.05,base+X[3.50-4.50),1.2,si,0.008,268,4,8,1021.5
sliding_5,0.07,base,none,no,0.0079,347,4,8,1027.3
sliding_5,0.07,base+X[3.50-4.50),1.25,si,0.0078,267,4,8,1020.8
sliding_4,0.04,base+X[3.70-4.50),1.25,no,0.0076,435,4,8,1033.0
expanding,0.06,base+X[3.70-4.50),1.2,no,0.0074,322,4,8,1023.9
sliding_9,0.06,base+X[3.70-4.50),1.2,no,0.0074,322,4,8,1023.9
sliding_7,0.1,base+X[3.50-4.50),1.15,no,0.0074,118,2,8,1008.7
sliding_4,0.04,base+X[3.70-4.50),none,no,0.0073,493,3,8,1036.1
sliding_7,0.1,base+X[3.70-4.50),none,no,0.007,339,4,8,1023.6
sliding_9,0.05,base,none,si,0.007,250,3,8,1017.6
sliding_4,0.05,base+X[3.50-4.50),1.2,no,0.007,389,3,8,1027.3
expanding,0.05,base,none,si,0.007,250,3,8,1017.6
sliding_5,0.1,base+X[3.50-4.50),none,no,0.0069,348,4,8,1024.0
sliding_5,0.05,base+X[3.50-4.50),1.2,no,0.0068,401,5,8,1027.3
sliding_6,0.1,base+X[3.70-4.50),1.2,si,0.0068,161,3,8,1010.9
sliding_4,0.04,base+X[3.50-4.50),1.25,si,0.0066,224,2,8,1014.7
sliding_3,0.03,solo_X[3.50-4.50),1.15,no,0.0066,146,5,8,1009.7
sliding_5,0.03,base+X[3.50-4.50),1.2,no,0.0064,518,4,8,1033.1
sliding_3,0.04,base+X[3.70-4.50),1.2,si,0.0061,252,2,8,1015.4
sliding_3,0.1,base+X[3.50-4.50),none,no,0.0056,344,5,8,1019.4
sliding_5,0.05,base,none,no,0.0053,397,5,8,1021.0
sliding_4,0.04,base+X[3.70-4.50),1.2,si,0.0051,272,3,8,1014.0
sliding_7,0.1,base,none,si,0.005,193,3,8,1009.6
sliding_3,0.03,base+X[3.70-4.50),1.25,si,0.0048,325,3,8,1015.5
sliding_7,0.1,base+X[3.70-4.50),1.25,no,0.0046,264,3,8,1012.2
sliding_4,0.03,solo_X[3.50-4.50),1.15,si,0.0046,128,4,8,1005.9
sliding_4,0.06,base+X[3.70-4.50),none,si,0.0044,235,2,8,1010.4
sliding_6,0.05,base+X[3.70-4.50),none,si,0.0044,279,2,8,1012.2
sliding_5,0.1,base+X[3.50-4.50),none,si,0.0041,174,4,8,1007.1
sliding_6,0.1,base,1.2,no,0.0041,147,5,8,1006.1
sliding_4,0.05,base+X[3.70-4.50),none,no,0.0039,458,2,8,1018.0
expanding,0.1,base+X[3.70-4.50),none,no,0.0039,331,4,8,1012.9
sliding_9,0.1,base+X[3.70-4.50),none,no,0.0039,331,4,8,1012.9
sliding_3,0.03,base,none,si,0.0037,256,3,8,1009.5
sliding_4,0.05,base+X[3.70-4.50),1.25,no,0.0037,400,4,8,1014.9
sliding_5,0.1,base+X[3.50-4.50),1.25,no,0.0035,271,4,8,1009.4
sliding_4,0.1,base+X[3.50-4.50),none,si,0.0034,181,4,8,1006.2
sliding_6,0.07,base,1.2,no,0.0033,220,6,8,1007.2
sliding_4,0.1,base+X[3.50-4.50),none,no,0.0032,304,4,8,1009.8
sliding_4,0.1,base,none,si,0.0032,177,5,8,1005.7
sliding_7,0.05,base,none,no,0.003,420,5,8,1012.7
sliding_9,0.05,base,1.15,no,0.0025,229,5,8,1005.8
expanding,0.05,base,1.15,no,0.0025,229,5,8,1005.8
sliding_4,0.05,base+X[3.50-4.50),none,si,0.0021,272,2,8,1005.7
sliding_7,0.1,base+X[3.50-4.50),1.2,no,0.0018,223,4,8,1004.0
sliding_6,0.05,base,1.2,no,0.0018,276,4,8,1005.1
sliding_4,0.06,base+X[3.70-4.50),1.2,no,0.0016,311,4,8,1004.9
expanding,0.05,base,1.15,si,0.0016,182,5,8,1002.9
sliding_9,0.05,base,1.15,si,0.0016,182,5,8,1002.9
expanding,0.1,base+X[3.70-4.50),1.25,no,0.0015,258,3,8,1003.8
sliding_9,0.1,base+X[3.70-4.50),1.25,no,0.0015,258,3,8,1003.8
sliding_6,0.05,base,1.15,si,0.0015,177,5,8,1002.7
sliding_4,0.04,base+X[3.50-4.50),none,no,0.0015,549,2,8,1008.1
sliding_5,0.04,base+X[3.50-4.50),none,no,0.0013,593,4,8,1007.7
sliding_4,0.05,base,1.2,si,0.0012,200,3,8,1002.4
sliding_3,0.05,base+X[3.50-4.50),1.25,si,0.001,290,4,8,1002.8
sliding_7,0.04,base,none,no,0.0008,444,5,8,1003.5
sliding_7,0.03,base,1.2,no,0.0007,351,4,8,1002.6
expanding,0.07,base,none,no,0.0007,365,5,8,1002.4
sliding_9,0.07,base,none,no,0.0007,365,5,8,1002.4
sliding_7,0.05,base+X[3.70-4.50),1.2,si,0.0004,257,3,8,1000.9
sliding_4,0.1,base+X[3.70-4.50),1.2,si,0.0002,151,3,8,1000.3
sliding_6,0.06,base,none,si,-0.0001,228,4,8,999.7
sliding_7,0.1,base+X[3.70-4.50),none,si,-0.0003,192,3,8,999.4
sliding_3,0.03,base+X[3.70-4.50),none,si,-0.0004,297,3,8,998.7
sliding_4,0.04,base+X[3.50-4.50),1.2,si,-0.0006,247,3,8,998.4
sliding_4,0.03,solo_X[3.50-4.50),1.25,no,-0.0008,185,4,8,998.5
sliding_9,0.06,base,none,si,-0.0008,235,4,8,998.2
expanding,0.06,base,none,si,-0.0008,235,4,8,998.2
sliding_4,0.07,solo_X[3.50-4.50),1.25,no,-0.0009,117,5,8,998.9
sliding_7,0.07,base,1.25,si,-0.0012,201,3,8,997.6
sliding_4,0.07,base,none,si,-0.0013,203,3,8,997.4
sliding_5,0.04,base+X[3.50-4.50),1.25,no,-0.0013,516,5,8,993.1
sliding_5,0.03,base+X[3.70-4.50),1.15,si,-0.0016,257,3,8,996.0
sliding_7,0.06,base,none,no,-0.0016,392,4,8,993.6
sliding_6,0.04,base+X[3.50-4.50),none,si,-0.0019,277,2,8,994.7
sliding_4,0.04,solo_X[3.50-4.50),1.25,si,-0.002,140,3,8,997.2
sliding_9,0.1,base,none,si,-0.0021,193,3,8,996.0
expanding,0.1,base,none,si,-0.0021,193,3,8,996.0
sliding_9,0.07,base,1.25,si,-0.0021,201,3,8,995.8
sliding_4,0.07,base,1.25,si,-0.0021,203,4,8,995.7
expanding,0.07,base,1.25,si,-0.0021,201,3,8,995.8
expanding,0.05,base+X[3.70-4.50),none,no,-0.0022,486,3,8,989.3
sliding_9,0.05,base+X[3.70-4.50),none,no,-0.0022,486,3,8,989.3
sliding_6,0.05,base,1.25,si,-0.0026,234,4,8,994.0
sliding_3,0.07,solo_X[3.50-4.50),none,no,-0.0032,131,5,8,995.8
sliding_4,0.05,base+X[3.50-4.50),none,no,-0.0032,504,3,8,984.0
sliding_4,0.04,base+X[3.50-4.50),1.25,no,-0.0033,486,3,8,984.0
sliding_7,0.06,base+X[3.70-4.50),1.2,no,-0.0034,340,4,8,988.3
sliding_7,0.1,base,none,no,-0.0036,294,3,8,989.3
sliding_5,0.05,base+X[3.50-4.50),none,si,-0.0038,265,3,8,990.0
sliding_6,0.05,base,none,si,-0.0042,241,3,8,989.8
sliding_3,0.03,solo_X[3.50-4.50),none,no,-0.0045,199,3,8,991.1
sliding_5,0.03,solo_X[3.50-4.50),none,si,-0.0045,141,3,8,993.7
sliding_4,0.03,base+X[3.50-4.50),1.2,no,-0.0046,485,3,8,977.7
expanding,0.05,base+X[3.70-4.50),1.25,no,-0.0048,413,5,8,980.2
sliding_9,0.05,base+X[3.70-4.50),1.25,no,-0.0048,413,5,8,980.2
sliding_4,0.07,base+X[3.70-4.50),1.2,no,-0.0049,283,4,8,986.2
sliding_3,0.04,solo_X[3.50-4.50),1.25,no,-0.0049,168,4,8,991.8
sliding_3,0.07,solo_X[3.50-4.50),none,si,-0.0049,108,4,8,994.7
sliding_6,0.07,base,1.2,si,-0.0052,181,4,8,990.6
sliding_4,0.04,base,1.2,no,-0.0053,286,5,8,984.9
sliding_5,0.03,base,none,si,-0.0054,296,4,8,984.1
sliding_7,0.07,base,none,si,-0.0056,219,4,8,987.7
sliding_7,0.07,base,1.15,si,-0.0056,148,4,8,991.7
sliding_4,0.1,base+X[3.50-4.50),1.25,no,-0.0059,241,3,8,985.7
sliding_4,0.03,base+X[3.70-4.50),1.2,no,-0.006,425,4,8,974.7
sliding_5,0.07,base+X[3.50-4.50),none,no,-0.006,456,3,8,972.5
sliding_4,0.05,base+X[3.70-4.50),none,si,-0.0061,256,2,8,984.3
sliding_3,0.04,base+X[3.50-4.50),none,si,-0.0062,264,3,8,983.5
sliding_5,0.06,base+X[3.50-4.50),none,no,-0.0062,496,5,8,969.0
sliding_7,0.1,base+X[3.50-4.50),1.15,si,-0.0063,116,2,8,992.7
sliding_4,0.04,solo_X[3.50-4.50),1.15,si,-0.007,115,4,8,991.9
sliding_4,0.05,base,none,si,-0.0072,227,2,8,983.6
expanding,0.04,base,1.15,no,-0.0073,259,5,8,981.2
sliding_9,0.04,base,1.15,no,-0.0073,259,5,8,981.2
sliding_3,0.04,solo_X[3.50-4.50),none,si,-0.0074,142,4,8,989.5
sliding_9,0.07,base+X[3.70-4.50),1.2,no,-0.0075,289,4,8,978.2
expanding,0.07,base+X[3.70-4.50),1.2,no,-0.0075,289,4,8,978.2
sliding_5,0.03,base+X[3.70-4.50),1.2,si,-0.0075,295,3,8,977.8
sliding_6,0.03,base,1.2,si,-0.0075,244,4,8,981.6
sliding_4,0.06,base,1.2,si,-0.0076,178,3,8,986.5
sliding_4,0.04,base,none,si,-0.0076,239,2,8,981.8
expanding,0.03,base,1.25,no,-0.0079,415,4,8,967.4
sliding_9,0.07,base,none,si,-0.0079,219,4,8,982.6
sliding_9,0.03,base,1.25,no,-0.0079,415,4,8,967.4
expanding,0.07,base,none,si,-0.0079,219,4,8,982.6
sliding_5,0.03,base+X[3.70-4.50),1.25,si,-0.008,321,3,8,974.2
sliding_5,0.03,base,none,no,-0.0083,468,4,8,961.3
sliding_5,0.03,base+X[3.50-4.50),none,no,-0.0084,649,4,8,945.8
sliding_7,0.05,base+X[3.70-4.50),none,no,-0.0084,507,2,8,957.6
sliding_5,0.03,solo_X[3.50-4.50),none,no,-0.0086,181,3,8,984.5
sliding_4,0.03,base,none,si,-0.0088,251,3,8,977.8
sliding_6,0.04,base,1.25,no,-0.009,358,5,8,967.8
sliding_7,0.04,base+X[3.70-4.50),1.2,no,-0.0091,408,3,8,962.8
sliding_4,0.05,base+X[3.50-4.50),1.25,no,-0.0091,441,3,8,959.9
sliding_4,0.1,base+X[3.50-4.50),1.2,si,-0.0094,156,3,8,985.3
sliding_4,0.06,base+X[3.70-4.50),none,no,-0.0094,419,2,8,960.6
sliding_4,0.07,base,1.2,si,-0.0095,179,4,8,983.0
sliding_5,0.04,base+X[3.50-4.50),none,si,-0.0098,192,2,8,981.2
sliding_9,0.04,base+X[3.70-4.50),1.2,no,-0.01,398,2,8,960.2
expanding,0.04,base+X[3.70-4.50),1.2,no,-0.01,398,2,8,960.2
sliding_3,0.05,solo_X[3.50-4.50),1.25,no,-0.0101,146,4,8,985.3
sliding_3,0.04,solo_X[3.50-4.50),1.2,no,-0.0101,161,4,8,983.8
sliding_4,0.06,base+X[3.50-4.50),1.2,no,-0.0104,347,3,8,963.9
sliding_4,0.1,base,1.2,si,-0.0106,126,5,8,986.7
sliding_4,0.03,base+X[3.50-4.50),none,no,-0.0109,600,3,8,934.4
sliding_9,0.06,base,1.25,si,-0.0109,217,3,8,976.4
expanding,0.06,base,1.25,si,-0.0109,217,3,8,976.4
sliding_5,0.06,base+X[3.50-4.50),1.25,no,-0.0109,419,5,8,954.4
sliding_4,0.06,base,none,si,-0.011,208,3,8,977.1
sliding_5,0.07,base+X[3.50-4.50),1.25,no,-0.0111,379,5,8,957.9
sliding_5,0.05,base+X[3.50-4.50),none,no,-0.0113,532,5,8,940.0
sliding_4,0.06,base+X[3.70-4.50),1.25,no,-0.0118,361,4,8,957.5
sliding_7,0.05,base+X[3.70-4.50),1.15,no,-0.0119,280,4,8,966.7
sliding_5,0.03,base+X[3.50-4.50),1.25,no,-0.012,572,4,8,931.2
sliding_9,0.05,base+X[3.50-4.50),1.2,no,-0.0121,389,4,8,952.8
expanding,0.05,base+X[3.50-4.50),1.2,no,-0.0121,389,4,8,952.8
sliding_4,0.07,base+X[3.70-4.50),none,si,-0.0121,284,3,8,965.5
sliding_4,0.04,base,1.25,si,-0.0122,234,3,8,971.5
sliding_7,0.07,base,1.25,no,-0.0123,296,3,8,963.6
sliding_6,0.06,base,1.25,no,-0.0123,306,4,8,962.4
sliding_7,0.05,base+X[3.70-4.50),1.25,no,-0.0125,432,4,8,946.2
sliding_4,0.04,base+X[3.50-4.50),1.15,no,-0.0127,344,2,8,956.4
sliding_6,0.04,base,none,no,-0.013,421,5,8,945.2
sliding_4,0.03,base+X[3.70-4.50),none,no,-0.0131,533,3,8,930.4
sliding_4,0.04,base,1.2,si,-0.0137,214,3,8,970.7
sliding_9,0.03,base,none,no,-0.0138,484,3,8,933.2
expanding,0.03,base,none,no,-0.0138,484,3,8,933.2
sliding_7,0.1,base+X[3.70-4.50),1.25,si,-0.0139,179,2,8,975.2
sliding_9,0.1,base+X[3.50-4.50),1.25,si,-0.0139,203,3,8,971.7
expanding,0.1,base+X[3.50-4.50),1.25,si,-0.0139,203,3,8,971.7
sliding_9,0.05,base+X[3.70-4.50),1.2,si,-0.0142,257,3,8,963.5
expanding,0.05,base+X[3.70-4.50),1.2,si,-0.0142,257,3,8,963.5
expanding,0.06,base,1.15,no,-0.0143,199,5,8,971.5
sliding_9,0.06,base,1.15,no,-0.0143,199,5,8,971.5
sliding_4,0.04,base,1.25,no,-0.0143,326,5,8,953.5
sliding_4,0.03,solo_X[3.50-4.50),1.15,no,-0.0145,150,4,8,978.2
sliding_4,0.1,base+X[3.70-4.50),1.15,si,-0.0145,89,3,8,987.1
sliding_4,0.05,base,1.25,si,-0.0145,219,3,8,968.3
sliding_6,0.06,base+X[3.50-4.50),none,si,-0.0147,246,2,8,963.9
sliding_4,0.07,base+X[3.70-4.50),none,no,-0.0149,391,4,8,941.9
sliding_3,0.07,base+X[3.50-4.50),none,si,-0.0151,257,3,8,961.1
sliding_3,0.03,base+X[3.70-4.50),1.2,si,-0.0152,257,2,8,960.9
sliding_4,0.05,base,1.2,no,-0.0153,264,4,8,959.6
sliding_4,0.03,base+X[3.70-4.50),1.25,no,-0.0153,475,2,8,927.3
sliding_9,0.06,base+X[3.70-4.50),none,no,-0.0159,450,3,8,928.4
expanding,0.06,base+X[3.70-4.50),none,no,-0.0159,450,3,8,928.4
sliding_4,0.05,solo_X[3.50-4.50),1.15,si,-0.0159,101,4,8,983.9
sliding_6,0.07,base,none,si,-0.016,212,4,8,966.0
sliding_4,0.07,base+X[3.50-4.50),1.2,no,-0.0161,315,4,8,949.2
sliding_6,0.05,base+X[3.50-4.50),none,si,-0.0162,302,2,8,951.2
sliding_5,0.03,solo_X[3.50-4.50),1.15,no,-0.0162,150,4,8,975.7
sliding_4,0.05,base+X[3.70-4.50),1.15,si,-0.0162,219,3,8,964.6
sliding_6,0.06,base,none,no,-0.0163,369,4,8,939.8
sliding_3,0.05,solo_X[3.50-4.50),1.2,no,-0.0163,139,4,8,977.3
sliding_5,0.05,base+X[3.50-4.50),1.25,no,-0.0164,455,5,8,925.4
sliding_3,0.04,solo_X[3.50-4.50),1.25,si,-0.0165,147,4,8,975.8
sliding_3,0.04,base+X[3.50-4.50),1.2,si,-0.0165,291,4,8,951.9
sliding_3,0.06,solo_X[3.50-4.50),1.25,si,-0.0165,124,4,8,979.5
sliding_4,0.06,solo_X[3.50-4.50),1.15,si,-0.0166,93,4,8,984.6
sliding_4,0.03,base+X[3.50-4.50),1.25,no,-0.0167,537,3,8,910.3
sliding_3,0.03,base+X[3.70-4.50),1.15,si,-0.017,253,3,8,956.9
sliding_4,0.06,base+X[3.50-4.50),none,no,-0.0172,462,3,8,920.6
sliding_5,0.04,base+X[3.50-4.50),1.25,si,-0.0174,268,3,8,953.5
sliding_9,0.1,base+X[3.70-4.50),none,si,-0.0176,192,3,8,966.3
sliding_4,0.04,base,none,no,-0.0176,378,5,8,933.3
expanding,0.1,base+X[3.70-4.50),none,si,-0.0176,192,3,8,966.3
sliding_4,0.06,base,1.25,si,-0.0177,188,2,8,966.8
sliding_5,0.03,base+X[3.50-4.50),1.25,si,-0.0178,364,4,8,935.2
sliding_7,0.03,base,1.15,si,-0.0179,236,3,8,957.7
sliding_7,0.04,base+X[3.70-4.50),none,si,-0.0179,252,2,8,955.0
sliding_7,0.03,base,1.25,si,-0.018,254,3,8,954.4
sliding_4,0.07,base+X[3.50-4.50),1.2,si,-0.0181,236,3,8,957.2
sliding_4,0.07,base+X[3.50-4.50),none,si,-0.0181,301,2,8,945.5
sliding_7,0.03,base,1.25,no,-0.0181,404,4,8,926.8
sliding_5,0.03,base+X[3.50-4.50),1.2,si,-0.0181,338,3,8,938.8
sliding_7,0.1,base+X[3.50-4.50),none,no,-0.0181,355,4,8,935.6
sliding_4,0.03,base,1.2,no,-0.0182,312,5,8,943.2
sliding_4,0.07,base+X[3.70-4.50),1.25,no,-0.0184,333,2,8,938.8
sliding_3,0.1,base+X[3.50-4.50),none,si,-0.0185,204,3,8,962.3
sliding_6,0.07,base,1.25,si,-0.0186,195,3,8,963.7
expanding,0.1,base+X[3.50-4.50),none,no,-0.0188,346,4,8,934.9
sliding_9,0.1,base+X[3.50-4.50),none,no,-0.0188,346,4,8,934.9
sliding_6,0.1,base+X[3.70-4.50),none,no,-0.0192,312,4,8,940.1
sliding_6,0.06,base,1.25,si,-0.0195,211,3,8,958.8
sliding_5,0.04,solo_X[3.50-4.50),none,no,-0.0197,160,3,8,968.5
sliding_4,0.03,base,1.2,si,-0.02,232,3,8,953.7
sliding_5,0.1,base,none,no,-0.02,280,4,8,944.1
sliding_6,0.1,base+X[3.70-4.50),1.2,no,-0.0202,183,3,8,963.1
sliding_6,0.03,base,1.2,no,-0.0203,336,4,8,931.8
sliding_7,0.06,base+X[3.70-4.50),none,no,-0.0204,470,3,8,903.9
sliding_6,0.05,base+X[3.70-4.50),none,no,-0.0205,490,3,8,899.5
sliding_7,0.03,base,none,si,-0.0208,272,3,8,943.5
sliding_5,0.03,base+X[3.50-4.50),none,si,-0.0209,342,3,8,928.4
sliding_7,0.07,base,none,no,-0.0213,368,4,8,921.7
sliding_5,0.05,base+X[3.50-4.50),1.25,si,-0.0213,309,4,8,934.3
expanding,0.06,base+X[3.70-4.50),1.25,no,-0.0214,377,5,8,919.3
sliding_7,0.05,base+X[3.50-4.50),1.2,si,-0.0214,278,3,8,940.5
sliding_9,0.06,base+X[3.70-4.50),1.25,no,-0.0214,377,5,8,919.3
sliding_6,0.05,base+X[3.70-4.50),1.2,no,-0.0215,361,4,8,922.5
sliding_4,0.04,base+X[3.70-4.50),1.15,no,-0.0215,300,3,8,935.4
sliding_6,0.05,base+X[3.50-4.50),1.2,si,-0.0218,282,3,8,938.4
sliding_4,0.07,base+X[3.50-4.50),none,no,-0.0219,430,2,8,905.9
sliding_4,0.06,base+X[3.70-4.50),1.25,si,-0.022,214,2,8,952.9
sliding_6,0.05,base+X[3.70-4.50),1.2,si,-0.022,253,3,8,944.4
sliding_3,0.03,base+X[3.50-4.50),none,si,-0.022,333,2,8,926.6
sliding_6,0.05,base,1.25,no,-0.0222,333,5,8,926.1
sliding_7,0.05,base+X[3.70-4.50),none,si,-0.0225,278,2,8,937.4
sliding_4,0.05,base+X[3.50-4.50),1.15,no,-0.0226,299,3,8,932.3
sliding_7,0.04,base+X[3.70-4.50),none,no,-0.0226,538,2,8,878.4
sliding_3,0.03,solo_X[3.50-4.50),none,si,-0.0229,144,3,8,967.0
sliding_6,0.07,base+X[3.70-4.50),none,si,-0.0235,248,3,8,941.7
sliding_4,0.05,base,1.25,no,-0.0236,304,4,8,928.2
sliding_7,0.07,base,1.15,no,-0.0237,162,4,8,961.6
sliding_3,0.05,solo_X[3.50-4.50),none,si,-0.0237,133,4,8,968.5
sliding_7,0.06,base+X[3.70-4.50),none,si,-0.0238,225,2,8,946.4
sliding_4,0.03,base+X[3.50-4.50),1.15,si,-0.0238,296,4,8,929.7
sliding_5,0.03,base+X[3.50-4.50),1.15,si,-0.0239,297,4,8,929.0
sliding_9,0.03,base,none,si,-0.0241,272,3,8,934.5
expanding,0.03,base,none,si,-0.0241,272,3,8,934.5
sliding_4,0.1,base,1.25,si,-0.0241,152,5,8,963.3
sliding_7,0.03,base,none,no,-0.0242,476,3,8,884.9
expanding,0.05,base+X[3.70-4.50),none,si,-0.0244,278,2,8,932.3
sliding_6,0.05,base,none,no,-0.0244,396,5,8,903.5
sliding_9,0.05,base+X[3.70-4.50),none,si,-0.0244,278,2,8,932.3
sliding_4,0.04,base,1.15,no,-0.0246,219,5,8,946.2
sliding_7,0.04,base+X[3.50-4.50),none,si,-0.0248,260,2,8,935.5
sliding_3,0.05,base+X[3.50-4.50),none,si,-0.0251,290,3,8,927.2
sliding_6,0.04,base,1.15,no,-0.0251,235,5,8,940.9
sliding_4,0.03,base,1.25,no,-0.0251,352,5,8,911.8
sliding_4,0.1,base+X[3.70-4.50),1.25,si,-0.0252,157,3,8,960.5
sliding_6,0.06,base+X[3.70-4.50),none,no,-0.0255,456,3,8,883.5
sliding_9,0.04,base+X[3.70-4.50),none,no,-0.0257,526,2,8,864.7
sliding_7,0.05,base+X[3.50-4.50),1.15,si,-0.0257,245,3,8,937.0
expanding,0.04,base+X[3.70-4.50),none,no,-0.0257,526,2,8,864.7
sliding_4,0.03,base,1.25,si,-0.0257,242,3,8,937.7
sliding_4,0.05,base,none,no,-0.0258,356,4,8,908.0
